paper_id,rank,topic,score,subfield,field,domain
https://openalex.org/W4298012885,1,Energy and Environment Impacts,0.9991000294685364,Pollution,Environmental Science,Physical Sciences
https://openalex.org/W4298012885,2,"Energy, Environment, and Transportation Policies",0.9819999933242798,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
https://openalex.org/W4298012885,3,Innovation and Socioeconomic Development,0.9735999703407288,Business and International Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3080395694,1,Global trade and economics,0.9987999796867371,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3080395694,2,"Global trade, sustainability, and social impact",0.9815999865531921,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3080395694,3,Global Trade and Competitiveness,0.9336000084877014,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3144679110,1,Global trade and economics,1.0,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3144679110,2,Fiscal Policy and Economic Growth,0.9968000054359436,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3144679110,3,Economic Growth and Productivity,0.9921000003814697,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4288074185,1,"Crime, Illicit Activities, and Governance",0.9983999729156494,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4288074185,2,"Culture, Economy, and Development Studies",0.9858999848365784,Demography,Social Sciences,Social Sciences
https://openalex.org/W4288074185,3,Corruption and Economic Development,0.9857000112533569,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4293568589,1,China's Socioeconomic Reforms and Governance,0.9987999796867371,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4293568589,2,Local Government Finance and Decentralization,0.9922000169754028,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4293568589,3,Demographic Trends and Gender Preferences,0.9751999974250793,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W3175820347,1,Policing Practices and Perceptions,0.996999979019165,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3175820347,2,Crime Patterns and Interventions,0.988099992275238,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3175820347,3,Social and Intergroup Psychology,0.9664999842643738,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4225134649,1,Vietnamese History and Culture Studies,0.9948999881744385,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4225134649,2,Southeast Asian Sociopolitical Studies,0.9908999800682068,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4225134649,3,Historical Economic and Social Studies,0.9848999977111816,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4220898835,1,Labor market dynamics and wage inequality,0.9975000023841858,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4220898835,2,Political Economy and Marxism,0.9800999760627747,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4220898835,3,Firm Innovation and Growth,0.9800000190734863,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2783385777,1,Microfinance and Financial Inclusion,0.9979000091552734,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2783385777,2,Innovation and Socioeconomic Development,0.9850000143051147,Business and International Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2783385777,3,Economic Growth and Development,0.9749000072479248,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W4327632557,1,Labor market dynamics and wage inequality,0.9998000264167786,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4327632557,2,Employment and Welfare Studies,0.9955999851226807,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W4327632557,3,Digital Economy and Work Transformation,0.9904999732971191,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4396512504,1,Advanced Bandit Algorithms Research,0.9598000049591064,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4396512504,2,Optimization and Search Problems,0.9478999972343445,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W4396512504,3,Data Stream Mining Techniques,0.9451000094413757,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W4293252543,1,Innovation Policy and R&D,0.9998000264167786,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4293252543,2,"Energy, Environment, Economic Growth",0.9919000267982483,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4293252543,3,Climate Change Policy and Economics,0.9890000224113464,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122820076,1,Housing Market and Economics,0.9995999932289124,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122820076,2,"Financial Literacy, Pension, Retirement Analysis",0.942300021648407,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3122820076,3,Spatial and Panel Data Analysis,0.9240000247955322,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4298012820,1,Experimental Behavioral Economics Studies,0.9998999834060669,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W4298012820,2,Game Theory and Applications,0.9918000102043152,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4298012820,3,Decision-Making and Behavioral Economics,0.9909999966621399,General Decision Sciences,Decision Sciences,Social Sciences
https://openalex.org/W4310177458,1,School Choice and Performance,0.9987000226974487,Education,Social Sciences,Social Sciences
https://openalex.org/W4310177458,2,Gender Diversity and Inequality,0.9901000261306763,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W4310177458,3,"Culture, Economy, and Development Studies",0.9786999821662903,Demography,Social Sciences,Social Sciences
https://openalex.org/W4385362831,1,Economic Theory and Policy,0.9993000030517578,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385362831,2,Economic theories and models,0.9990000128746033,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385362831,3,"Banking stability, regulation, efficiency",0.9987999796867371,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3142746606,1,"Law, Economics, and Judicial Systems",0.9987000226974487,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3142746606,2,Judicial and Constitutional Studies,0.9957000017166138,Law,Social Sciences,Social Sciences
https://openalex.org/W3142746606,3,Legal and Constitutional Studies,0.9894000291824341,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4288074092,1,Higher Education Research Studies,0.9990000128746033,Education,Social Sciences,Social Sciences
https://openalex.org/W4288074092,2,Labor market dynamics and wage inequality,0.9968000054359436,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4288074092,3,Migration and Labor Dynamics,0.989799976348877,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3155315249,1,Advanced Causal Inference Techniques,0.9995999932289124,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W3155315249,2,Statistical Methods and Bayesian Inference,0.9951000213623047,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W3155315249,3,"Health Systems, Economic Evaluations, Quality of Life",0.9950000047683716,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4293252576,1,Decision-Making and Behavioral Economics,0.9998000264167786,General Decision Sciences,Decision Sciences,Social Sciences
https://openalex.org/W4293252576,2,Experimental Behavioral Economics Studies,0.9984999895095825,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W4293252576,3,Economic and Environmental Valuation,0.9936000108718872,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2998755519,1,Labor market dynamics and wage inequality,0.9987000226974487,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2998755519,2,Economic theories and models,0.996399998664856,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2998755519,3,Fiscal Policy and Economic Growth,0.9962000250816345,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4283367986,1,Taxation and Compliance Studies,0.9994999766349792,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4283367986,2,Fiscal Policy and Economic Growth,0.9943000078201294,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4283367986,3,Local Government Finance and Decentralization,0.9941999912261963,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4281842275,1,Sharing Economy and Platforms,0.9998999834060669,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4281842275,2,Consumer Market Behavior and Pricing,0.994700014591217,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4281842275,3,Transportation and Mobility Innovations,0.9932000041007996,Automotive Engineering,Engineering,Physical Sciences
https://openalex.org/W4389614961,1,Economic Growth and Productivity,0.9973999857902527,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4389614961,2,Innovation Policy and R&D,0.9883999824523926,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4389614961,3,Innovation and Knowledge Management,0.986299991607666,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4281614324,1,Corporate Taxation and Avoidance,0.9966999888420105,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4281614324,2,Taxation and Compliance Studies,0.9936000108718872,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4281614324,3,Fiscal Policy and Economic Growth,0.977400004863739,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4367293510,1,Employment and Welfare Studies,0.9987999796867371,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W4367293510,2,Labor market dynamics and wage inequality,0.9986000061035156,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4367293510,3,"Retirement, Disability, and Employment",0.9934999942779541,Demography,Social Sciences,Social Sciences
https://openalex.org/W4281689372,1,Merger and Competition Analysis,0.9997000098228455,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4281689372,2,Firm Innovation and Growth,0.9965000152587891,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4281689372,3,Corporate Finance and Governance,0.996399998664856,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3152759622,1,"Urban, Neighborhood, and Segregation Studies",0.9994999766349792,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3152759622,2,Housing Market and Economics,0.9986000061035156,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3152759622,3,Spatial and Panel Data Analysis,0.9941999912261963,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4387096937,1,Global trade and economics,0.9998999834060669,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4387096937,2,Economic Growth and Productivity,0.9908000230789185,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4387096937,3,Fiscal Policy and Economic Growth,0.9864000082015991,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2509335385,1,Healthcare Policy and Management,0.9994999766349792,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2509335385,2,Global Health Care Issues,0.9853000044822693,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W2509335385,3,Insurance and Financial Risk Management,0.9416999816894531,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2979844637,1,Experimental Behavioral Economics Studies,0.9980999827384949,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W2979844637,2,"Law, Economics, and Judicial Systems",0.9951000213623047,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2979844637,3,Taxation and Compliance Studies,0.9790999889373779,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4226034050,1,Experimental Behavioral Economics Studies,0.9988999962806702,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W4226034050,2,Social and Intergroup Psychology,0.9937000274658203,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4226034050,3,Media Influence and Politics,0.9825999736785889,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4400086833,1,Merger and Competition Analysis,0.9994000196456909,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4400086833,2,Consumer Market Behavior and Pricing,0.9990000128746033,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4400086833,3,Digital Platforms and Economics,0.998199999332428,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4406965573,1,Climate Change Policy and Economics,0.9771999716758728,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4406965573,2,Energy Efficiency and Management,0.9747999906539917,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
https://openalex.org/W4406965573,3,"Energy, Environment, Economic Growth",0.9739000201225281,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4226301049,1,Auction Theory and Applications,0.9998999834060669,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4226301049,2,Consumer Market Behavior and Pricing,0.9994999766349792,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4226301049,3,Game Theory and Applications,0.9984999895095825,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4283384513,1,Electoral Systems and Political Participation,0.9979000091552734,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4283384513,2,"Populism, Right-Wing Movements",0.9968000054359436,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4283384513,3,Media Influence and Politics,0.9955999851226807,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4288074143,1,School Choice and Performance,0.9962999820709229,Education,Social Sciences,Social Sciences
https://openalex.org/W4288074143,2,"Gender, Labor, and Family Dynamics",0.9926999807357788,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W4288074143,3,Intergenerational and Educational Inequality Studies,0.9871000051498413,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4307292943,1,Labor market dynamics and wage inequality,0.9972000122070312,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4307292943,2,"Names, Identity, and Discrimination Research",0.9972000122070312,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4307292943,3,Consumer Market Behavior and Pricing,0.9886999726295471,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4378837864,1,"Banking stability, regulation, efficiency",0.9994999766349792,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4378837864,2,Italy: Economic History and Contemporary Issues,0.996999979019165,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4378837864,3,Global Financial Crisis and Policies,0.9939000010490417,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3125441893,1,Corruption and Economic Development,0.9988999962806702,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3125441893,2,Fiscal Policy and Economic Growth,0.9833999872207642,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3125441893,3,Corporate Finance and Governance,0.9747999906539917,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4220880658,1,Flood Risk Assessment and Management,0.9973000288009644,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/W4220880658,2,Economic and Environmental Valuation,0.9948999881744385,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4220880658,3,Land Use and Ecosystem Services,0.9914000034332275,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/W4225117364,1,Economics of Agriculture and Food Markets,0.9977999925613403,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4225117364,2,Consumer Market Behavior and Pricing,0.9962999820709229,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4225117364,3,Merger and Competition Analysis,0.9919999837875366,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2994827440,1,"Migration, Refugees, and Integration",0.9703999757766724,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2994827440,2,Migration and Labor Dynamics,0.9650999903678894,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2994827440,3,Game Theory and Voting Systems,0.9610000252723694,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4281624977,1,"Crime, Illicit Activities, and Governance",0.9959999918937683,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4281624977,2,Crime Patterns and Interventions,0.9912999868392944,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4281624977,3,Agricultural risk and resilience,0.9850999712944031,Soil Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4404760689,1,Decision-Making and Behavioral Economics,0.9955999851226807,General Decision Sciences,Decision Sciences,Social Sciences
https://openalex.org/W4404760689,2,Complex Systems and Decision Making,0.9300000071525574,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4404760689,3,"Leadership, Behavior, and Decision-Making Studies",0.9233999848365784,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4322627373,1,Media Influence and Politics,1.0,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4322627373,2,Media Studies and Communication,0.9757999777793884,Communication,Social Sciences,Social Sciences
https://openalex.org/W4322627373,3,Political Influence and Corporate Strategies,0.9437999725341797,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2966580219,1,Financial Markets and Investment Strategies,0.9997000098228455,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2966580219,2,Economic theories and models,0.9941999912261963,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2966580219,3,Monetary Policy and Economic Impact,0.9937999844551086,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4402923709,1,Animal Ecology and Behavior Studies,0.993399977684021,Ecology,Environmental Science,Physical Sciences
